# freq_modGR tau_modGR
2.549160884410800634e+02 4.073342879067681256e-03
2.570159836101903466e+02 4.409893515193525661e-03
2.553079453160993637e+02 4.953999514217127809e-03
2.531990739754448612e+02 5.534826660391470310e-03
2.609740245450507814e+02 4.526337085991085848e-03
2.459018942904821188e+02 4.427635098058988090e-03
2.537255744544252991e+02 4.452988483739579381e-03
2.578434148135950181e+02 4.654476119630840229e-03
2.590209738788714731e+02 4.453911349249072005e-03
2.510123637406724413e+02 4.501753207971890408e-03
2.452972549183910758e+02 4.631445794379011882e-03
2.515083606190708281e+02 6.036129270930220420e-03
2.603620214827280392e+02 5.397308478352305650e-03
2.607355962696908591e+02 5.099014591547765436e-03
2.490781487720482801e+02 4.306954653743816884e-03
2.586149527225740030e+02 3.370138944159553011e-03
