# domega dtau
-3.193212045496269802e-01 -5.851590703476411415e-01
-6.949345931641220941e-02 2.828800661587755338e-01
-6.814851002389635259e-02 2.580290801731952577e-01
-6.270284883978613499e-02 -1.919504706494363777e-01
1.628101278501659088e-01 -2.473601426795495328e-01
1.380734135546708152e-01 2.348033197290465557e-01
-1.801333769858671219e-01 -3.444497085705912065e-01
-3.248220651976931883e-01 -3.751070771605180543e-01
-1.835963826328170789e-01 -1.830354722329040063e-01
1.982819246444447459e-01 -2.022104514969067235e-01
-6.240835867890801025e-02 2.239537611129499908e-02
2.373541356441592476e-01 -3.146988049188191305e-01
-9.890949644337362900e-02 -6.637212142152509875e-02
-9.583560846444319492e-02 -4.371201979205987520e-01
-5.209370115980876265e-02 -1.510832449719227699e-01
-8.038066585748238069e-02 -1.751534355420380495e-01
-1.753138132123140402e-01 -2.121419830934527795e-01
-1.375712034943842310e-01 -2.470663978247613635e-01
-3.725314706297255807e-01 -1.314340292951521327e-01
1.435641104707663374e-02 -9.336548859743332152e-02
-5.630284559803064304e-02 -6.919188314696766984e-02
-6.541544800849354024e-02 4.851801982844037298e-01
1.093310031475211441e-02 -5.812173340667892152e-01
-1.197655248274850648e-01 -2.229466544308926768e-01
-1.209709611623544928e-01 -3.734466129470235263e-01
-4.515140759909927470e-02 -1.675069450360771595e-01
-1.303179283084137524e-02 -2.398250431758951473e-01
-5.854625380750882319e-02 1.409882953799602642e-02
-7.703508334313315109e-02 -5.037484503388756085e-02
-1.044367619615179793e-01 1.238179259542752514e-01
-3.153113368686557422e-02 1.756419727571718603e-01
-1.618049800222508272e-02 -3.997096428908565313e-01
7.807290874400714398e-02 -4.818670048229783398e-01
-2.839138134209774622e-02 4.791240021994279674e-01
-2.362491442728423957e-02 -1.153822942338887936e-01
8.046277021343536950e-02 7.460904521800837408e-02
-1.432345509401092010e-01 -3.976515603043828673e-01
1.409437570005320495e-01 -4.880314294533312225e-01
-9.297017074526987834e-02 6.993048893679415512e-02
-7.787941897730987773e-02 6.340390032275217136e-02
-4.629512957418238650e-02 -1.766486272092422372e-01
-4.796195951759696374e-02 -5.709396879128875169e-01
-1.382567667483332319e-01 -5.951060202792780585e-01
4.266431200199261031e-02 -3.946101978170917235e-01
-1.559948817162027518e-02 3.821700315160330708e-01
-1.768130698589168853e-02 2.123432836398909673e-01
2.132529509391909231e-02 7.728149986216983902e-02
-1.138402654226735450e-01 -7.231873497974083964e-02
6.742329568745088209e-02 8.792457391874587691e-02
6.959161360510907057e-02 -2.562176309956096243e-01
-6.134246402414667010e-02 4.289936173564330990e-01
-4.090097410743828016e-02 7.806886232875744902e-01
-1.117524370803506945e-02 -7.823381628957257194e-02
-1.528201841422920926e-01 -5.119681014956377618e-01
-9.244593949170419600e-02 -3.262143153497384929e-01
-3.853662361278766268e-01 -1.026278214651020482e-02
-4.732267303968795136e-01 2.602026939430916452e-01
-1.141124113080502905e-01 -7.333916942568086128e-02
-3.806186978418292510e-02 -3.019911675510260629e-01
1.905319997962323306e-02 -6.055205620839838876e-03
7.911724955970414475e-02 1.098347046441344177e-01
